Index,Title,Description,Category,Price,"Product URL","Image URL"
1,,,"Horse Vitamins and Supplements",,https://yourpetpa.com.au/collections/dog-health/products/antinol-rapid-for-dogs,//yourpetpa.com.au/cdn/shop/files/DOG-ANTINOL-RAPID_1024x1024.jpg?v=1667960562
2,,,"Horse Vitamins and Supplements",,https://yourpetpa.com.au/products/antinol-rapid-for-cats,//yourpetpa.com.au/cdn/shop/files/CAT-ANTINOL-RAPID-450px_1024x1024.jpg?v=1667961858
3,,,"Horse Vitamins and Supplements",,https://yourpetpa.com.au/products/4cyte-epiitalis-forte-equine,//yourpetpa.com.au/cdn/shop/files/HORSE-4CYTE-EPIITALIS-FORTE-EQUINE-450px_1024x1024.jpg?v=1667962031
4,,,"Horse Vitamins and Supplements",,https://yourpetpa.com.au/collections/dog-health/products/antinol-rapid-for-dogs,//yourpetpa.com.au/cdn/shop/files/DOG-ANTINOL-RAPID_1024x1024.jpg?v=1667960562
5,,,"Horse Vitamins and Supplements",,https://yourpetpa.com.au/products/antinol-rapid-for-cats,//yourpetpa.com.au/cdn/shop/files/CAT-ANTINOL-RAPID-450px_1024x1024.jpg?v=1667961858
6,,,"Horse Vitamins and Supplements",,https://yourpetpa.com.au/products/4cyte-epiitalis-forte-equine,//yourpetpa.com.au/cdn/shop/files/HORSE-4CYTE-EPIITALIS-FORTE-EQUINE-450px_1024x1024.jpg?v=1667962031
7,,,"Horse Vitamins and Supplements",,https://yourpetpa.com.au/products/4cyte-epiitalis-forte-equine,//yourpetpa.com.au/cdn/shop/files/HORSE-4CYTE-EPIITALIS-FORTE-EQUINE-450px_1024x1024.jpg?v=1667962031
